"strain","freq","mic","n","dose","run"
"b3",4238195527026.3,1.93069772888325,8,6,7
"b4",4954042462.80903,2.68269579527973,8,6,7
"b5",890.157147600591,3.72759372031494,8,6,7
"b6",0,5.17947467923121,8,6,7
"b7",0,7.19685673001152,8,6,7
"b8",0,10,8,6,7
"b1",5555363026134.28,1,8,6,8
"b2",6568484764859.19,1.38949549437314,8,6,8
"b3",4516987356790.26,1.93069772888325,8,6,8
"b4",12239051517.4786,2.68269579527973,8,6,8
"b5",21945.865775524,3.72759372031494,8,6,8
"b6",0,5.17947467923121,8,6,8
"b7",0,7.19685673001152,8,6,8
"b8",0,10,8,6,8
"b1",5584578493097.75,1,8,6,9
"b2",6586815802987.06,1.38949549437314,8,6,9
"b3",4471046839592.02,1.93069772888325,8,6,9
"b4",6583442153.09717,2.68269579527973,8,6,9
"b5",1502.50263328749,3.72759372031494,8,6,9
"b6",0,5.17947467923121,8,6,9
"b7",0,7.19685673001152,8,6,9
"b8",0,10,8,6,9
"b1",5590187364294.89,1,8,6,10
"b2",6590608206790.94,1.38949549437314,8,6,10
"b3",4454844729727.31,1.93069772888325,8,6,10
"b4",13300696116.8689,2.68269579527973,8,6,10
"b5",40577.7568371683,3.72759372031494,8,6,10
"b6",0,5.17947467923121,8,6,10
"b7",0,7.19685673001152,8,6,10
"b8",0,10,8,6,10
"b1",4471905047951.84,1,8,7,1
"b2",5510451072846.54,1.38949549437314,8,7,1
"b3",6119938550757.05,1.93069772888325,8,7,1
"b4",288683032151.182,2.68269579527973,8,7,1
"b5",5860031.25382443,3.72759372031494,8,7,1
"b6",0,5.17947467923121,8,7,1
"b7",0,7.19685673001152,8,7,1
"b8",0,10,8,7,1
"b1",4586524594757.36,1,8,7,2
"b2",5746525649514.78,1.38949549437314,8,7,2
"b3",5867249514792.08,1.93069772888325,8,7,2
"b4",155562167792.226,2.68269579527973,8,7,2
"b5",3391262.66133638,3.72759372031494,8,7,2
"b6",0,5.17947467923121,8,7,2
"b7",0,7.19685673001152,8,7,2
"b8",0,10,8,7,2
"b1",4633295541043.81,1,8,7,3
"b2",5901007393039.67,1.38949549437314,8,7,3
"b3",5664280080924.49,1.93069772888325,8,7,3
"b4",143776347476.462,2.68269579527973,8,7,3
"b5",2108616.23255436,3.72759372031494,8,7,3
"b6",0,5.17947467923121,8,7,3
"b7",0,7.19685673001152,8,7,3
"b8",0,10,8,7,3
"b1",4513102251210.61,1,8,7,4
"b2",5963675896924.62,1.38949549437314,8,7,4
"b3",5641790842120.67,1.93069772888325,8,7,4
"b4",243389614843.513,2.68269579527973,8,7,4
"b5",4460472.77098733,3.72759372031494,8,7,4
"b6",0,5.17947467923121,8,7,4
"b7",0,7.19685673001152,8,7,4
"b8",0,10,8,7,4
"b1",4546207756543.4,1,8,7,5
"b2",5434474087147.01,1.38949549437314,8,7,5
"b3",6145989018634.06,1.93069772888325,8,7,5
"b4",256780667313.198,2.68269579527973,8,7,5
"b5",4502203.13999559,3.72759372031494,8,7,5
"b6",0,5.17947467923121,8,7,5
"b7",0,7.19685673001152,8,7,5
"b8",0,10,8,7,5
"b1",4580514852491.4,1,8,7,6
"b2",5758822784204.5,1.38949549437314,8,7,6
"b3",5809672516280.33,1.93069772888325,8,7,6
"b4",212015900246.122,2.68269579527973,8,7,6
"b5",4042436.91392093,3.72759372031494,8,7,6
"b6",0,5.17947467923121,8,7,6
"b7",0,7.19685673001152,8,7,6
"b8",0,10,8,7,6
"b1",4572957203244.34,1,8,7,7
"b2",5583610500337.72,1.38949549437314,8,7,7
"b3",5889065656935.46,1.93069772888325,8,7,7
"b4",334061806911.821,2.68269579527973,8,7,7
"b5",7432402.49806238,3.72759372031494,8,7,7
"b6",0,5.17947467923121,8,7,7
"b7",0,7.19685673001152,8,7,7
"b8",0,10,8,7,7
"b1",4604902813379.82,1,8,7,8
"b2",5477389712961.1,1.38949549437314,8,7,8
"b3",5997751826517.05,1.93069772888325,8,7,8
"b4",298105124265.287,2.68269579527973,8,7,8
"b5",7415912.60664873,3.72759372031494,8,7,8
"b6",0,5.17947467923121,8,7,8
"b7",0,7.19685673001152,8,7,8
"b8",0,10,8,7,8
"b1",4575942710586.45,1,8,7,9
"b2",5441335262533.16,1.38949549437314,8,7,9
"b3",5998862777650.12,1.93069772888325,8,7,9
"b4",372534674327.892,2.68269579527973,8,7,9
"b5",8575629.42354283,3.72759372031494,8,7,9
"b6",0,5.17947467923121,8,7,9
"b7",0,7.19685673001152,8,7,9
"b8",0,10,8,7,9
"b1",4548346950054.78,1,8,7,10
"b2",5651246988860.33,1.38949549437314,8,7,10
"b3",5907500710240.2,1.93069772888325,8,7,10
"b4",267087773273.478,2.68269579527973,8,7,10
"b5",6186107.23615739,3.72759372031494,8,7,10
"b6",0,5.17947467923121,8,7,10
"b7",0,7.19685673001152,8,7,10
"b8",0,10,8,7,10
"b1",3861794112505.98,1,8,8,1
"b2",4778385899109.22,1.38949549437314,8,8,1
"b3",6362678442012.45,1.93069772888325,8,8,1
"b4",1130571984338.18,2.68269579527973,8,8,1
"b5",103630761.357718,3.72759372031494,8,8,1
"b6",5.17792040150737,5.17947467923121,8,8,1
"b7",0,7.19685673001152,8,8,1
"b8",0,10,8,8,1
"b1",3875935648554.9,1,8,8,2
"b2",4992773359453.46,1.38949549437314,8,8,2
"b3",5759334016860.97,1.93069772888325,8,8,2
"b4",1511976850729.42,2.68269579527973,8,8,2
"b5",132522527.131549,3.72759372031494,8,8,2
"b6",2,5.17947467923121,8,8,2
"b7",0,7.19685673001152,8,8,2
"b8",0,10,8,8,2
"b1",3833963604445.85,1,8,8,3
"b2",5090146602560.33,1.38949549437314,8,8,3
"b3",6189354141953.33,1.93069772888325,8,8,3
"b4",1000038151232.32,2.68269579527973,8,8,3
"b5",79045952.8691169,3.72759372031494,8,8,3
"b6",0,5.17947467923121,8,8,3
"b7",0,7.19685673001152,8,8,3
"b8",0,10,8,8,3
"b1",3862344182581.03,1,8,8,4
"b2",4731536078524.76,1.38949549437314,8,8,4
"b3",6304090118016.07,1.93069772888325,8,8,4
"b4",1243899369427.19,2.68269579527973,8,8,4
"b5",140079457.858118,3.72759372031494,8,8,4
"b6",5.01286970428049,5.17947467923121,8,8,4
"b7",0,7.19685673001152,8,8,4
"b8",0,10,8,8,4
"b1",3840198576137.48,1,8,8,5
"b2",4697627822421.06,1.38949549437314,8,8,5
"b3",6146401124167.49,1.93069772888325,8,8,5
"b4",1474151241257.02,2.68269579527973,8,8,5
"b5",139512098.176896,3.72759372031494,8,8,5
"b6",9.12355220176528,5.17947467923121,8,8,5
"b7",0,7.19685673001152,8,8,5
"b8",0,10,8,8,5
"b1",3841062441641.34,1,8,8,6
"b2",4454241432973.61,1.38949549437314,8,8,6
"b3",6168907538976.62,1.93069772888325,8,8,6
"b4",1718511210721.11,2.68269579527973,8,8,6
"b5",207622317.882308,3.72759372031494,8,8,6
"b6",2,5.17947467923121,8,8,6
"b7",0,7.19685673001152,8,8,6
"b8",0,10,8,8,6
"b1",3873821562398.78,1,8,8,7
"b2",4456294035544.79,1.38949549437314,8,8,7
"b3",6262207071668.21,1.93069772888325,8,8,7
"b4",1579210590639.88,2.68269579527973,8,8,7
"b5",278203448.035655,3.72759372031494,8,8,7
"b6",5.03918497833758,5.17947467923121,8,8,7
"b7",0,7.19685673001152,8,8,7
"b8",0,10,8,8,7
"b1",3982654213498.38,1,8,8,8
"b2",4782723807250.99,1.38949549437314,8,8,8
"b3",6198044223741.91,1.93069772888325,8,8,8
"b4",1154975453870.52,2.68269579527973,8,8,8
"b5",103686491.89614,3.72759372031494,8,8,8
"b6",4.94117773157794,5.17947467923121,8,8,8
"b7",0,7.19685673001152,8,8,8
"b8",0,10,8,8,8
"b1",3844859796700.41,1,8,8,9
"b2",4682873364676.78,1.38949549437314,8,8,9
"b3",6088212218179.67,1.93069772888325,8,8,9
"b4",1546111933754.25,2.68269579527973,8,8,9
"b5",156944645.405588,3.72759372031494,8,8,9
"b6",1,5.17947467923121,8,8,9
"b7",0,7.19685673001152,8,8,9
"b8",0,10,8,8,9
"b1",3852274024670.6,1,8,8,10
"b2",4860973026499.46,1.38949549437314,8,8,10
"b3",6187141107688.53,1.93069772888325,8,8,10
"b4",1235632686805.15,2.68269579527973,8,8,10
"b5",114776279.038741,3.72759372031494,8,8,10
"b6",3,5.17947467923121,8,8,10
"b7",0,7.19685673001152,8,8,10
"b8",0,10,8,8,10
"b1",3323113845743.39,1,8,9,1
"b2",4248267479938.25,1.38949549437314,8,9,1
"b3",5701743160169.09,1.93069772888325,8,9,1
"b4",2636965202087.6,2.68269579527973,8,9,1
"b5",975982297.561107,3.72759372031494,8,9,1
"b6",34.8900864084553,5.17947467923121,8,9,1
"b7",0,7.19685673001152,8,9,1
"b8",0,10,8,9,1
"b1",3301385556593.52,1,8,9,2
"b2",4393250884374.68,1.38949549437314,8,9,2
"b3",5760719596812.48,1.93069772888325,8,9,2
"b4",2439913110687.98,2.68269579527973,8,9,2
"b5",1161655375.98556,3.72759372031494,8,9,2
"b6",33.4597272145762,5.17947467923121,8,9,2
"b7",0,7.19685673001152,8,9,2
"b8",0,10,8,9,2
"b1",3290632367667.25,1,8,9,3
"b2",4291649618418.43,1.38949549437314,8,9,3
"b3",5663582058796.6,1.93069772888325,8,9,3
"b4",2667070340740.06,2.68269579527973,8,9,3
"b5",2168055187.9073,3.72759372031494,8,9,3
"b6",38.0528303211462,5.17947467923121,8,9,3
"b7",0,7.19685673001152,8,9,3
"b8",0,10,8,9,3
"b1",3283530979192.95,1,8,9,4
"b2",4106906356981.35,1.38949549437314,8,9,4
"b3",5791406771626.33,1.93069772888325,8,9,4
"b4",2747973634653.91,2.68269579527973,8,9,4
"b5",1069938465.8505,3.72759372031494,8,9,4
"b6",19.091687219017,5.17947467923121,8,9,4
"b7",0,7.19685673001152,8,9,4
"b8",0,10,8,9,4
"b1",3276786574756.65,1,8,9,5
"b2",4401891523758.47,1.38949549437314,8,9,5
"b3",5796319502810.72,1.93069772888325,8,9,5
"b4",2423006932301.58,2.68269579527973,8,9,5
"b5",886087507.650895,3.72759372031494,8,9,5
"b6",13.0644682837288,5.17947467923121,8,9,5
"b7",0,7.19685673001152,8,9,5
"b8",0,10,8,9,5
"b1",3299897587774.49,1,8,9,6
"b2",4259669568639.37,1.38949549437314,8,9,6
"b3",5726967710972.94,1.93069772888325,8,9,6
"b4",2624888084204.04,2.68269579527973,8,9,6
"b5",2177117228.20857,3.72759372031494,8,9,6
"b6",65.4629607271719,5.17947467923121,8,9,6
"b7",0,7.19685673001152,8,9,6
"b8",0,10,8,9,6
"b1",3339808766056.73,1,8,9,7
"b2",4188894770664.42,1.38949549437314,8,9,7
"b3",5418819405947.1,1.93069772888325,8,9,7
"b4",2977435315761.23,2.68269579527973,8,9,7
"b5",3109859605.3006,3.72759372031494,8,9,7
"b6",70.8546522688806,5.17947467923121,8,9,7
"b7",0,7.19685673001152,8,9,7
"b8",0,10,8,9,7
"b1",3297544403119.27,1,8,9,8
"b2",4211822095377.5,1.38949549437314,8,9,8
"b3",5742333229055.51,1.93069772888325,8,9,8
"b4",2665733472755.91,2.68269579527973,8,9,8
"b5",1172047133.01931,3.72759372031494,8,9,8
"b6",23.0644510367215,5.17947467923121,8,9,8
"b7",0,7.19685673001152,8,9,8
"b8",0,10,8,9,8
"b1",3293273138677.64,1,8,9,9
"b2",4315327465580.52,1.38949549437314,8,9,9
"b3",5435980583984.31,1.93069772888325,8,9,9
"b4",2876841885283.01,2.68269579527973,8,9,9
"b5",1475247221.12621,3.72759372031494,8,9,9
"b6",45.4711023769534,5.17947467923121,8,9,9
"b7",0,7.19685673001152,8,9,9
"b8",0,10,8,9,9
"b1",3341987958019,1,8,9,10
"b2",4364428673950.86,1.38949549437314,8,9,10
"b3",5872443274872.66,1.93069772888325,8,9,10
"b4",2305711370760.94,2.68269579527973,8,9,10
"b5",719071255.893342,3.72759372031494,8,9,10
"b6",13.0535370481615,5.17947467923121,8,9,10
"b7",0,7.19685673001152,8,9,10
"b8",0,10,8,9,10
"b1",2856965635556.2,1,8,10,1
"b2",3721972995592.3,1.38949549437314,8,10,1
"b3",5021434486342.95,1.93069772888325,8,10,1
"b4",4084292575503.41,2.68269579527973,8,10,1
"b5",21577171301.6577,3.72759372031494,8,10,1
"b6",104843.570422185,5.17947467923121,8,10,1
"b7",0,7.19685673001152,8,10,1
"b8",0,10,8,10,1
"b1",2693379131776.6,1,8,10,2
"b2",3830177701375.16,1.38949549437314,8,10,2
"b3",5151093461101.77,1.93069772888325,8,10,2
"b4",4027129181159.54,2.68269579527973,8,10,2
"b5",24193537265.6505,3.72759372031494,8,10,2
"b6",111983.677147317,5.17947467923121,8,10,2
"b7",0,7.19685673001152,8,10,2
"b8",0,10,8,10,2
"b1",2941781118936.32,1,8,10,3
"b2",3791947649141.03,1.38949549437314,8,10,3
"b3",5187262133986.67,1.93069772888325,8,10,3
"b4",3733234545805.67,2.68269579527973,8,10,3
"b5",13851433801.4096,3.72759372031494,8,10,3
"b6",66442.1419996549,5.17947467923121,8,10,3
"b7",0,7.19685673001152,8,10,3
"b8",0,10,8,10,3
"b1",2924996607005.53,1,8,10,4
"b2",3430433494563.11,1.38949549437314,8,10,4
"b3",4843374752285.63,1.93069772888325,8,10,4
"b4",4500385213252.32,2.68269579527973,8,10,4
"b5",36714911971.4743,3.72759372031494,8,10,4
"b6",297226.813207862,5.17947467923121,8,10,4
"b7",0,7.19685673001152,8,10,4
"b8",0,10,8,10,4
"b1",2876708520350.71,1,8,10,5
"b2",3618789671181.04,1.38949549437314,8,10,5
"b3",5164026944000.12,1.93069772888325,8,10,5
"b4",4024731250508.88,2.68269579527973,8,10,5
"b5",22800137759.2066,3.72759372031494,8,10,5
"b6",220921.85094341,5.17947467923121,8,10,5
"b7",0,7.19685673001152,8,10,5
"b8",0,10,8,10,5
"b1",2898352101789.76,1,8,10,6
"b2",3871646030447.12,1.38949549437314,8,10,6
"b3",5188820913997.37,1.93069772888325,8,10,6
"b4",3698248934850.45,2.68269579527973,8,10,6
"b5",11274624776.7905,3.72759372031494,8,10,6
"b6",14321.0504100386,5.17947467923121,8,10,6
"b7",0,7.19685673001152,8,10,6
"b8",0,10,8,10,6
"b1",2843368525038.95,1,8,10,7
"b2",3698838429008.24,1.38949549437314,8,10,7
"b3",5098971351738.12,1.93069772888325,8,10,7
"b4",4047503461234.65,2.68269579527973,8,10,7
"b5",19487806368.9045,3.72759372031494,8,10,7
"b6",48591.511312537,5.17947467923121,8,10,7
"b7",0,7.19685673001152,8,10,7
"b8",0,10,8,10,7
"b1",2749941970904.02,1,8,10,8
"b2",3777945292086.39,1.38949549437314,8,10,8
"b3",5314677324462.61,1.93069772888325,8,10,8
"b4",3849754187417.65,2.68269579527973,8,10,8
"b5",17430995328.9186,3.72759372031494,8,10,8
"b6",48856.3979663986,5.17947467923121,8,10,8
"b7",0,7.19685673001152,8,10,8
"b8",0,10,8,10,8
"b1",2873580954272.75,1,8,10,9
"b2",3669421955423.22,1.38949549437314,8,10,9
"b3",4795905847930.35,1.93069772888325,8,10,9
"b4",4354949174328.33,2.68269579527973,8,10,9
"b5",26621412553.7097,3.72759372031494,8,10,9
"b6",95902.9032562655,5.17947467923121,8,10,9
"b7",0,7.19685673001152,8,10,9
"b8",0,10,8,10,9
"b1",2839906881620.54,1,8,10,10
"b2",3739845967527.33,1.38949549437314,8,10,10
"b3",5342500887071.71,1.93069772888325,8,10,10
"b4",3741419960198.02,2.68269579527973,8,10,10
"b5",29108839646.6886,3.72759372031494,8,10,10
"b6",255228.499082272,5.17947467923121,8,10,10
"b7",0,7.19685673001152,8,10,10
"b8",0,10,8,10,10
"b1",2462614028576.71,1,8,11,1
"b2",3202835333056.73,1.38949549437314,8,11,1
"b3",4765373654722.04,1.93069772888325,8,11,1
"b4",4865806392273.91,2.68269579527973,8,11,1
"b5",219965704254.458,3.72759372031494,8,11,1
"b6",4400703.09560936,5.17947467923121,8,11,1
"b7",0,7.19685673001152,8,11,1
"b8",0,10,8,11,1
"b1",2471179125049.05,1,8,11,2
"b2",3358962141492.46,1.38949549437314,8,11,2
"b3",4856923289307.62,1.93069772888325,8,11,2
"b4",4620523487923.33,2.68269579527973,8,11,2
"b5",176169078669.285,3.72759372031494,8,11,2
"b6",3520820.62570653,5.17947467923121,8,11,2
"b7",0,7.19685673001152,8,11,2
"b8",0,10,8,11,2
"b1",2492602052740.91,1,8,11,3
"b2",2960679467777.49,1.38949549437314,8,11,3
"b3",4903645559762.85,1.93069772888325,8,11,3
"b4",4866519285396.57,2.68269579527973,8,11,3
"b5",319334167844.328,3.72759372031494,8,11,3
"b6",6590685.6594435,5.17947467923121,8,11,3
"b7",0,7.19685673001152,8,11,3
"b8",0,10,8,11,3
"b1",2503191234590.8,1,8,11,4
"b2",3133088928121.06,1.38949549437314,8,11,4
"b3",4721084437964.05,1.93069772888325,8,11,4
"b4",4871778179727.61,2.68269579527973,8,11,4
"b5",295270668203.694,3.72759372031494,8,11,4
"b6",8895828.30512556,5.17947467923121,8,11,4
"b7",0,7.19685673001152,8,11,4
"b8",0,10,8,11,4
"b1",2574401076434.13,1,8,11,5
"b2",3330653041542.26,1.38949549437314,8,11,5
"b3",4548625766066.67,1.93069772888325,8,11,5
"b4",4875230305673.37,2.68269579527973,8,11,5
"b5",143930284882.836,3.72759372031494,8,11,5
"b6",3603188.77706598,5.17947467923121,8,11,5
"b7",0,7.19685673001152,8,11,5
"b8",0,10,8,11,5
"b1",2505707388270.22,1,8,11,6
"b2",3230489052930.82,1.38949549437314,8,11,6
"b3",4834383050755.08,1.93069772888325,8,11,6
"b4",4724079808081.85,2.68269579527973,8,11,6
"b5",200848393021.347,3.72759372031494,8,11,6
"b6",3871096.57047178,5.17947467923121,8,11,6
"b7",0,7.19685673001152,8,11,6
"b8",0,10,8,11,6
"b1",2503734237921.98,1,8,11,7
"b2",3246855428438.62,1.38949549437314,8,11,7
"b3",4906366304668.77,1.93069772888325,8,11,7
"b4",4670354880697.88,2.68269579527973,8,11,7
"b5",158172870009.323,3.72759372031494,8,11,7
"b6",3380235.0243543,5.17947467923121,8,11,7
"b7",0,7.19685673001152,8,11,7
"b8",0,10,8,11,7
"b1",2479986183359.53,1,8,11,8
"b2",3371608376006.07,1.38949549437314,8,11,8
"b3",4637994188887.01,1.93069772888325,8,11,8
"b4",4783591961341.43,2.68269579527973,8,11,8
"b5",223115388755.662,3.72759372031494,8,11,8
"b6",5393274.47619203,5.17947467923121,8,11,8
"b7",0,7.19685673001152,8,11,8
"b8",0,10,8,11,8
"b1",2477205525565.84,1,8,11,9
"b2",3445370170616.87,1.38949549437314,8,11,9
"b3",4755007559306.54,1.93069772888325,8,11,9
"b4",4658575567770.08,2.68269579527973,8,11,9
"b5",135436304982.638,3.72759372031494,8,11,9
"b6",1876565.88507634,5.17947467923121,8,11,9
"b7",0,7.19685673001152,8,11,9
"b8",0,10,8,11,9
"b1",2489175454396.8,1,8,11,10
"b2",2934027926311.65,1.38949549437314,8,11,10
"b3",4942418272284.33,1.93069772888325,8,11,10
"b4",4968507866958.92,2.68269579527973,8,11,10
"b5",199923494944.82,3.72759372031494,8,11,10
"b6",7456844.54759374,5.17947467923121,8,11,10
"b7",0,7.19685673001152,8,11,10
"b8",0,10,8,11,10
"b1",2257064900797.99,1,8,12,1
"b2",2925243455036.17,1.38949549437314,8,12,1
"b3",4392636727008.94,1.93069772888325,8,12,1
"b4",5009878174040.08,2.68269579527973,8,12,1
"b5",711428473178.841,3.72759372031494,8,12,1
"b6",37227316.3261814,5.17947467923121,8,12,1
"b7",3.00420823597638,7.19685673001152,8,12,1
"b8",0,10,8,12,1
"b1",2146633942544.04,1,8,12,2
"b2",2909184102975,1.38949549437314,8,12,2
"b3",4619466741034.12,1.93069772888325,8,12,2
"b4",5081184750313.3,2.68269579527973,8,12,2
"b5",550993854450.453,3.72759372031494,8,12,2
"b6",25768519.541392,5.17947467923121,8,12,2
"b7",2.0153696579878,7.19685673001152,8,12,2
"b8",0,10,8,12,2
"b1",2132066219600.83,1,8,12,3
"b2",2963183484773.21,1.38949549437314,8,12,3
"b3",4370979704261.63,1.93069772888325,8,12,3
"b4",5033976366174.89,2.68269579527973,8,12,3
"b5",838868954509.681,3.72759372031494,8,12,3
"b6",48561581.541131,5.17947467923121,8,12,3
"b7",2.03201516441975,7.19685673001152,8,12,3
"b8",0,10,8,12,3
"b1",2192223611908.85,1,8,12,4
"b2",3098070069241.74,1.38949549437314,8,12,4
"b3",4280805171416.86,1.93069772888325,8,12,4
"b4",5078038110831.69,2.68269579527973,8,12,4
"b5",642857291755.347,3.72759372031494,8,12,4
"b6",37261029.0008582,5.17947467923121,8,12,4
"b7",1,7.19685673001152,8,12,4
"b8",0,10,8,12,4
"b1",2167596070491.43,1,8,12,5
"b2",2915647538203.89,1.38949549437314,8,12,5
"b3",4420622556127.48,1.93069772888325,8,12,5
"b4",5054761619401.9,2.68269579527973,8,12,5
"b5",769000003588.778,3.72759372031494,8,12,5
"b6",52401482.8778909,5.17947467923121,8,12,5
"b7",1,7.19685673001152,8,12,5
"b8",0,10,8,12,5
"b1",2165749034243.8,1,8,12,6
"b2",2977315946397.09,1.38949549437314,8,12,6
"b3",4021310023593.95,1.93069772888325,8,12,6
"b4",5324214036862.1,2.68269579527973,8,12,6
"b5",859905589122.632,3.72759372031494,8,12,6
"b6",65161279.9461978,5.17947467923121,8,12,6
"b7",1,7.19685673001152,8,12,6
"b8",0,10,8,12,6
"b1",2197153763911.77,1,8,12,7
"b2",2707231290337.76,1.38949549437314,8,12,7
"b3",4365614748526.91,1.93069772888325,8,12,7
"b4",5315149523602.33,2.68269579527973,8,12,7
"b5",767745320268.96,3.72759372031494,8,12,7
"b6",46892789.0452375,5.17947467923121,8,12,7
"b7",3.03509904255445,7.19685673001152,8,12,7
"b8",0,10,8,12,7
"b1",2210865044156.16,1,8,12,8
"b2",3093331827912.8,1.38949549437314,8,12,8
"b3",4102319037921.25,1.93069772888325,8,12,8
"b4",5207492846755.03,2.68269579527973,8,12,8
"b5",686646932413.328,3.72759372031494,8,12,8
"b6",41559854.7235997,5.17947467923121,8,12,8
"b7",0,7.19685673001152,8,12,8
"b8",0,10,8,12,8
"b1",2167561998755.61,1,8,12,9
"b2",3015676405932.05,1.38949549437314,8,12,9
"b3",4332217753696.89,1.93069772888325,8,12,9
"b4",5150204862594.48,2.68269579527973,8,12,9
"b5",643321430941.091,3.72759372031494,8,12,9
"b6",29189533.2174031,5.17947467923121,8,12,9
"b7",0,7.19685673001152,8,12,9
"b8",0,10,8,12,9
"b1",2203621981886.02,1,8,12,10
"b2",3079486936127.31,1.38949549437314,8,12,10
"b3",4155260277391.44,1.93069772888325,8,12,10
"b4",4921281550122.72,2.68269579527973,8,12,10
"b5",960409213033.324,3.72759372031494,8,12,10
"b6",65991135.3314882,5.17947467923121,8,12,10
"b7",2.03699548786662,7.19685673001152,8,12,10
"b8",0,10,8,12,10
"b1",1977551796568.37,1,8,13,1
"b2",2708811916020.14,1.38949549437314,8,13,1
"b3",4084876630658.73,1.93069772888325,8,13,1
"b4",5033741439419.39,2.68269579527973,8,13,1
"b5",1300908632550.28,3.72759372031494,8,13,1
"b6",279599497.75069,5.17947467923121,8,13,1
"b7",4.03060795568175,7.19685673001152,8,13,1
"b8",0,10,8,13,1
"b1",1932549514946.99,1,8,13,2
"b2",2653346567310.66,1.38949549437314,8,13,2
"b3",4155545617896.5,1.93069772888325,8,13,2
"b4",4910331282620.07,2.68269579527973,8,13,2
"b5",1485229683317.65,3.72759372031494,8,13,2
"b6",545008602.47326,5.17947467923121,8,13,2
"b7",18.1795346308875,7.19685673001152,8,13,2
"b8",0,10,8,13,2
"b1",1918944145675.83,1,8,13,3
"b2",2268166627531.23,1.38949549437314,8,13,3
"b3",3825008888786.45,1.93069772888325,8,13,3
"b4",5161223195674.19,2.68269579527973,8,13,3
"b5",2086240831528.68,3.72759372031494,8,13,3
"b6",648382803.584613,5.17947467923121,8,13,3
"b7",8.03840154714012,7.19685673001152,8,13,3
"b8",0,10,8,13,3
"b1",1919057675519.33,1,8,13,4
"b2",2699281462871.02,1.38949549437314,8,13,4
"b3",4065058788103.64,1.93069772888325,8,13,4
"b4",5044779579118.01,2.68269579527973,8,13,4
"b5",1407394963176.89,3.72759372031494,8,13,4
"b6",284249672.229055,5.17947467923121,8,13,4
"b7",3.02781570302754,7.19685673001152,8,13,4
"b8",0,10,8,13,4
"b1",1923598617590.37,1,8,13,5
"b2",2693063398343.23,1.38949549437314,8,13,5
"b3",4232637874941.29,1.93069772888325,8,13,5
"b4",5138527664862.57,2.68269579527973,8,13,5
"b5",1118805764674.8,3.72759372031494,8,13,5
"b6",119978912.769812,5.17947467923121,8,13,5
"b7",7.09699879936969,7.19685673001152,8,13,5
"b8",0,10,8,13,5
"b1",2002028990439.08,1,8,13,6
"b2",2779217292843.79,1.38949549437314,8,13,6
"b3",4032551603282.52,1.93069772888325,8,13,6
"b4",4906814597911.77,2.68269579527973,8,13,6
"b5",1372750712419.11,3.72759372031494,8,13,6
"b6",192414218.30406,5.17947467923121,8,13,6
"b7",15.7295841721128,7.19685673001152,8,13,6
"b8",0,10,8,13,6
"b1",1953482687231.11,1,8,13,7
"b2",2665403944237.79,1.38949549437314,8,13,7
"b3",3835506089620.2,1.93069772888325,8,13,7
"b4",5153291103325.98,2.68269579527973,8,13,7
"b5",1544226438794.91,3.72759372031494,8,13,7
"b6",238142167.070998,5.17947467923121,8,13,7
"b7",8.02950625529297,7.19685673001152,8,13,7
"b8",0,10,8,13,7
"b1",1936462173165.36,1,8,13,8
"b2",2714499073064.42,1.38949549437314,8,13,8
"b3",3875963349765.24,1.93069772888325,8,13,8
"b4",5006602548764.45,2.68269579527973,8,13,8
"b5",1617649579362.4,3.72759372031494,8,13,8
"b6",345353053.691865,5.17947467923121,8,13,8
"b7",6.04697324954451,7.19685673001152,8,13,8
"b8",0,10,8,13,8
"b1",1959062839603.32,1,8,13,9
"b2",2663866099338.41,1.38949549437314,8,13,9
"b3",4011895090942.32,1.93069772888325,8,13,9
"b4",5046402445857.64,2.68269579527973,8,13,9
"b5",1452302014069.63,3.72759372031494,8,13,9
"b6",296753658.686535,5.17947467923121,8,13,9
"b7",13.0645359297969,7.19685673001152,8,13,9
"b8",0,10,8,13,9
"b1",1940038552164.96,1,8,13,10
"b2",2686427920731.44,1.38949549437314,8,13,10
"b3",3928491130145.38,1.93069772888325,8,13,10
"b4",5212168912838.85,2.68269579527973,8,13,10
"b5",1369870099808.5,3.72759372031494,8,13,10
"b6",211913938.804615,5.17947467923121,8,13,10
"b7",5.02113669883293,7.19685673001152,8,13,10
"b8",0,10,8,13,10
"b1",1686484479849.64,1,8,14,1
"b2",2452406050155.22,1.38949549437314,8,14,1
"b3",3654789219525.16,1.93069772888325,8,14,1
"b4",5028307111402.78,2.68269579527973,8,14,1
"b5",2151157825018.28,3.72759372031494,8,14,1
